,title,authors,publisher,published_date,description,ISBN13,categories,google_rating,google_ratings_count,book_cover_url,language
605,Berlin Diary,['William L. Shirer'],Taylor & Francis,2002-04-17,"By the acclaimed journalist and bestselling author of The Rise and Fall of the Third Reich, this day-by-day, eyewitness account of the momentous events leading up to World War II in Europe is now available in a new paperback edition. CBS radio broadcaster William L. Shirer was virtually unknown in 1940 when he decided there might be a book in the diary he had kept in Europe during the 1930s—specifically those sections dealing with the collapse of the European democracies and the rise of Nazi Germany. Berlin Diary first appeared in 1941, and the timing was perfect. The energy, the passion, the electricity in it were palpable. The book was an instant success, and it became the frame of reference against which thoughtful Americans judged the rush of events in Europe. It exactly matched journalist to event: the right reporter at the right place at the right time. It stood, and still stands, as so few books have ever done—a pure act of journalistic witness.",9780801870569,['Biography & Autobiography'],4.5,8,http://books.google.com/books/content?id=ExOVUEzmCo8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
606,Something Borrowed,['Emily Giffin'],Macmillan,2005-04,"After a night of indiscriminate partying, Rachel sleeps with a close friend's fianc and is consumed with guilt, until the intensity of her feelings forces her to make a difficult choice. A first novel. Reprint. 125,000 first printing.",9780312321192,['Fiction'],3,2980,http://books.google.com/books/content?id=5XApMSmmhCEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
607,The Complete Plays,['Anton Pavlovich Chekhov'],W W Norton & Company Incorporated,2006,"A single-volume, English-language collection of all of Chekhov's plays includes previously untranslated pieces including The Power of Hypnosis, a first version of Ivanov, and early humorous dialogues. 10,000 first printing.",9780393048858,['Drama'],5,1,http://books.google.com/books/content?id=Rc8brgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
608,Anton Chekhov's Selected Plays,['Anton Pavlovich Chekhov'],W W Norton & Company Incorporated,2005,Anton Chekhov revolutionized Russian theater through his inimitable portrayals of characters faced with complex moral dilemmas.,9780393924657,['Drama'],4.0,1,http://books.google.com/books/content?id=j3s8cAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
609,Anton Chekhov's Short Stories,"['Anton Pavlovich Chekhov', 'Ralph E. Matlaw']",W W Norton & Company Incorporated,1979,"The thirty-four stories in this volume span Chekhov s creative career.""",9780393090024,['Fiction'],4.0,1,http://books.google.com/books/content?id=ExOJQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
610,Ward No. 6 and Other Stories,['Anton Pavlovich Chekhov'],Sterling Publishing Company,2003,"Ward No. 6 and Other Stories, by Anton Chekhov, is part of theBarnes & Noble Classics series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes & Noble Classics: New introductions commissioned from today''s top writers and scholars Biographies of the authors Chronologies of contemporary historical, biographical, and cultural events Footnotes and endnotes Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work Comments by other famous authors Study questions to challenge the reader''s viewpoints and expectations Bibliographies for further reading Indices & Glossaries, when appropriate All editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. Barnes & Noble Classics pulls together a constellation of influences--biographical, historical, and literary--to enrich each reader''s understanding of these enduring works. Anton Chekhov invented the modern short story. With writing that is concise, realistic, and evocative, he became a sort of photographer in words, less interested in plot than in the subtleties of mood and atmosphere, and the telling detail. His characters, always vividly drawn, come from all walks of life and often seem to be caught up in a world they don''t quite understand. Early in his brief literary career, Chekhov outlined in a letter to his brother his idea of the ingredients of a good short story. Arguing against moral judgments and political, economic, or social commentary, he wrote, ""To describe . . . you need . . . to free yourself from the personal expression. . . . Subjectivity is a terrible thing."" Instead, he favored objectivity, truthfulness, originality, compassion, and brevity. Although his writing developed and matured, he remained largely faithful to these principles. This new selection of twenty-three stories explores the entire range of Chekhov''s short fiction, from early sketches, such as ""The Cook''s Wedding"" (1885) and ""On the Road"" (1886) to late works, such as ""In the Ravine"" (1900) and ""The Bishop"" (1902). Ward No. 6 and Other Stories includes some of his most popular tales, such as the title story and ""The Lady with the Dog"" (1899), as well as several lesser-known works, no less masterful in their composition. David Plante is a Professor of Writing at Columbia University. He is the author of many novels, including The Ghost of Henry James, The Family (nominated for the National Book Award), and The Woods. He has been a contributor to The New Yorker, Esquire, and Vogue, and a reviewer and features writer for the New York Times Book Review.",9781593080037,['Fiction'],4.5,3,http://books.google.com/books/content?id=w4lxIoUjQdsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
611,The Dark Descent,['David G. Hartwell'],Macmillan,1997-01-15,"Traces the evolution of the horror story by presenting an anthology of works from the past and from current writers, with contributions from Stephen King, H.P. Lovecraft, Harlan Ellison, Charles L. Grant, and Clive Barker",9780312862176,['Fiction'],4.0,11,http://books.google.com/books/content?id=l_p1BzvT89oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
612,Bargaining for Advantage,['G. Richard Shell'],Penguin,2006,"An authoritative guide to business negotiation explores the complex psychological factors in each bargaining situation and examines six key leverage points that promote bargaining success. Reprint. 15,000 first printing.",9780143036975,['Business & Economics'],4,1,http://books.google.com/books/content?id=zy5lDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
613,Red Dragon,['Thomas Harris'],Bounty Books,1992,Kriminalromaner.,9781850522317,['Adventure stories'],4.5,2,http://books.google.com/books/content?id=c1qLQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
614,The Silence of the Lambs,['Yvonne Tasker'],Macmillan,2002-03-29,"Study of one of the defining films of recent American cinema, exploring the way it weaves together gothic, horror and thriller conventions.",9780851708713,['Performing Arts'],4.0,1,http://books.google.com/books/content?id=XewGqF0vKosC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
615,"Mine, All Mine",['Ruth Heller'],Putnam Juvenile,1999,"Introduces various types of pronouns, explains how and when to use them, and provides whimsical glimpses of what our language would be without them.",9780698117976,['Juvenile Nonfiction'],4,10,http://books.google.com/books/content?id=KHfYAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
616,Speaks the Nightbird,['Robert R. McCammon'],Elliott & Clark Pub,2002,"In the Carolinas of 1699, a traveling magistrate and his clerk, Matthew, arrive in Fount Royal to hold a trial for an accused witch, a beautiful young woman named Rachel Howarth, a trial that reveals that Fount Royal has become a battleground between good and evil and that not even the innocent are safe.",9781880216620,['Fiction'],4.0,18,http://books.google.com/books/content?id=NP3f4spDwRsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
617,The Bishop's Boys: A Life of Wilbur and Orville Wright,['Tom D. Crouch'],W. W. Norton & Company,2003-04-17,Tells the story of the Wright brothers who invented to first airplane,9780393306958,['Biography & Autobiography'],5.0,1,http://books.google.com/books/content?id=ytw11Bmxcz8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
618,The Insomnia Answer,"['Paul Glovinsky', 'Art Spielman']",Penguin,2006,"Identifies the three most common sleep problems--getting to sleep, staying asleep, and broken sleep--and offers an effective, drug-free approach to overcoming the problems of insomnia, discussing such issues as the causes of sleep disorders, out of control sleep patterns, light therapy, dreams, muscle relaxation, circadian rhythms, and stress reduction. Reprint. 20,000 first printing.",9780399532979,['Health & Fitness'],5.0,1,http://books.google.com/books/content?id=7HpdolMC6BgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
619,Nightmare House,['Douglas Clegg'],Dorchester Publishing Company Incorporated,2004,"After the tales of horror that took place in Harrow House in The Infinite and Mischief, this book takes a look back to tell the story of how the sinister house was built.",9780843951776,['Fiction'],4.0,8,http://books.google.com/books/content?id=nhxHPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
620,The Hour Before Dark,['Douglas Clegg'],Dorchester Publishing Company Incorporated,2003,"The brutal slaughter of his father brings a young man back to the family home he thought he’d left forever, to confront an unspeakable evil from his past.",9780843951424,['Fiction'],4,3,http://books.google.com/books/content?id=H44iYRp13AEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
621,Soldiers of Salamis,"['Javier Cercas', 'Anne McLean']",Bloomsbury Publishing USA,2005-01-10,"Facing a firing squad at the end of the Spanish Civil War, Nationalist Rafael Snchez Mazas escapes his executioners into the nearby forest, where he is discovered by an unknown soldier who refuses to kill him, in a historical novel that sheds light on the events surrounding a real-life incident. Reprint. 10,000 first printing.",9781582344720,['Fiction'],3.5,8,http://books.google.com/books/content?id=pDOgAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
622,Noticia de un secuestro,['Gabriel García Márquez'],Plaza Y Janes Mexico,2006,"""Era, en efecto, el automóvil de Maruja. Había transcurrido por lo menos media hora desde el secuestro, y sólo quedaban los rastros: el cristal del lado del chofer destruido por un balazo, la mancha de sangre y el granizo de vidrio en el asiento, y la sombra húmeda en el asfalto, de donde acababan de llevarse al chofer todavía con vida. El resto estaba limpio y en orden.""",9780307350503,['Social Science'],3.5,4,http://books.google.com/books/content?id=ptY-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,es
623,Chronicle of a Death Foretold,['Gabriel Garcia Marquez'],Vintage,2003,"The Nobel laureate weaves a story of a fantastic wedding, the return of the bride to her parents, her brothers' resolve to murder her corruptor, and the townspeoples' refusal to depart from routine.",9781400034710,['Fiction'],4.0,43,http://books.google.com/books/content?id=c7g6i1DvUUgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
624,The General in His Labyrinth,['Gabriel García Márquez'],Everymans Library,2004,"Old and ill, General Simon Bolivar reexamines his life--reliving his campaigns, recalling his romances, and revealing himself as a lover, libertine, and fighter--during a seven-month voyage down the Magdalena River.",9781400043330,['Fiction'],3.5,13,http://books.google.com/books/content?id=CFUJpkcwN70C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
